customer_id,amount,hour,is_new_device,is_new_location,distance_from_home,avg_transaction_amount,transactions_last_1h,transactions_last_24h,account_age_days,identity_risk_score,verification_failed,social_engineering_risk,behaviour_deviation_score,attack_type,is_fraud
453,2514.50465465756,17,0,0,3.1449466948986444,1984.777032364417,0,16,347,0.04811507494091882,0,0.09276150034862247,0.1414888484547744,normal,0
126,281.2684597426346,11,0,0,9.912444684944093,1994.877260191897,0,11,2756,0.18312341841477986,0,0.020544674737370407,0.10977611185174185,normal,0
138,4969.61329564729,21,0,0,8.148068577921801,2960.5663561331226,0,8,2585,0.08430587296940545,0,0.18072621207542108,0.19763841988913677,normal,0
356,5038.70694444507,10,0,0,6.606237280299948,2748.467473722105,1,10,2345,0.019446163669571283,0,0.13200655975651207,0.1603951199319235,normal,0
598,1157.865193863907,20,0,0,9.270271308147056,1103.1195492057045,0,3,1493,0.11842882721924529,0,0.1920145617437174,0.03258290899705443,normal,0
580,1548.5423237872988,14,0,0,15.758649750210578,1403.8553590463544,0,8,1621,0.02821327924108921,0,0.07923769899744591,0.21909571521320545,normal,0
61,2408.8965139716634,8,0,0,0.31034468415111083,1860.370513913187,0,15,602,0.11578743524107141,0,0.1373772156763513,0.1941008305055258,normal,0
5,1478.348989292524,13,0,0,29.813593592960462,1046.0652415485279,0,16,299,0.10827392203145375,0,0.08284018511436607,0.18310346620316714,normal,0
547,719.1431897183783,17,0,0,10.407898375619496,897.4515726987015,0,11,1461,0.16353822741623045,1,0.1738718872048448,0.11318754915859114,normal,0
810,744.2892206920151,19,0,0,39.03002155454289,896.3331604426434,1,5,2452,0.0756348707003866,0,0.1461916097504636,0.14984980551044177,normal,0
443,2234.7126527598334,9,0,0,53.02797390932553,1809.9477851464212,0,9,1189,0.11544238567227623,0,0.19838633932062233,0.16601482327189362,normal,0
2,3513.7617412911077,15,0,0,6.133299544053418,3827.5000724347065,2,9,932,0.16779946554360214,0,0.1407399559258102,0.24256427743151426,normal,0
427,2098.4918903372436,16,0,0,16.562392449582198,2045.3567548068195,0,1,896,0.12350766665191151,0,0.04282317818534283,0.15492848277978763,normal,0
428,1571.720845533551,18,0,0,4.261646833677217,3606.9646396540493,0,13,1477,0.02337109114985643,0,0.0009138339238568661,0.08774095256137973,normal,0
420,2317.5511523590894,10,0,0,10.360523886166423,3133.31085303188,1,12,312,0.00021383232772886895,0,0.12260281243804137,0.03067371570989641,normal,0
531,2639.4495707445094,14,0,0,11.426705364673936,3345.1535319552713,0,5,1965,0.0015426979501667049,0,0.035829313722726665,0.06773220605099808,normal,0
86,1752.9682597381502,9,0,0,48.829718000314585,1638.1416270936147,0,8,2009,0.0750994482643242,0,0.07049508831913989,0.04338422990972088,normal,0
641,311.28526090327153,17,0,0,0.2820134277329978,570.2491922220423,0,6,1331,0.16781153931706838,0,0.07601148016680928,0.11574335481230921,normal,0
546,2216.256709936068,15,0,0,22.302508012357222,1753.5695131149419,2,9,2998,0.06420123961661288,0,0.09964075937496067,0.15596365827064965,normal,0
874,1075.9841697669067,18,0,0,2.1338581578820337,1930.5695988433374,0,10,2371,0.18983256231282916,0,0.1643347568160675,0.20018313836923837,normal,0
956,1213.68567774566,15,0,0,0.9887204554431814,1840.9848488732412,0,10,2035,0.06986971715528244,0,0.11968015064912348,0.21079532819770208,normal,0
156,696.7299391613798,8,0,0,3.180003250944008,1347.1934502902513,1,13,2464,0.12796870125557933,0,0.19961425071844743,0.20961109654305357,normal,0
664,455.7066943637509,17,0,0,11.63024937235718,1330.2937710759807,1,13,1552,0.05237087085753596,0,0.18693299915755024,0.12787370488023986,normal,0
375,591.1953398798727,18,0,0,35.13413842727914,749.1602696108015,0,11,2557,0.17338190555029076,0,0.05965555810835537,0.15582839182159697,normal,0
255,3928.5534465597475,7,0,0,28.47989433934623,1093.2246134013237,0,9,1713,0.2988318702140137,0,0.6452164150613627,0.6080628892592597,social_engineering,1
126,1614.6383854183862,14,0,0,7.1964628683627305,1994.877260191897,1,6,2756,0.17299371188609605,0,0.057809946589155836,0.08782888631329389,normal,0
970,1080.858854451798,8,0,1,25.072057188624168,2166.176407696849,0,2,569,0.0010085878200534416,0,0.1714093116628464,0.02713013181252341,normal,0
507,2969.777479322519,13,0,0,3.8538442379541262,3688.2451457284487,1,8,361,0.0034022233190287078,0,0.1800553803791466,0.11174459833322395,normal,0
358,2182.292877409572,14,0,0,2.8932047142724158,2550.2145344571213,1,7,808,0.0833833696930903,0,0.1761426198890781,0.21959704356284082,normal,0
54,2050.667080734188,19,0,0,14.388634430686029,3631.8957264967707,1,14,924,0.022571632988739432,0,0.020253036197481936,0.21814350482441114,normal,0
534,4085.053311391059,11,0,0,17.60052050451464,2444.010969609196,0,9,71,0.5107370734436685,0,0.1291726689704361,0.32022252306854126,synthetic_identity,1
96,3667.760323517182,10,0,1,5.26794543069968,2228.284587275368,0,2,2354,0.16266866580902167,0,0.013918369479261795,0.038407880098316666,normal,0
958,878.23752478048,8,0,0,3.6032227855712753,664.3808837126926,0,9,2698,0.13123237279113173,0,0.181630003347064,0.14516212200507125,normal,0
380,1029.173108069719,18,0,0,3.101541019452689,1486.4917117068999,1,4,2515,0.1397300510443957,0,0.056253763991454764,0.08910920835174407,normal,0
861,3528.0328293558055,9,0,0,27.762376952656428,3214.346658432537,0,16,1519,0.13329752649413698,0,0.08756415979313287,0.03484514759445284,normal,0
532,3365.9676330196685,14,0,0,40.02746581729825,3999.0118565014573,0,8,2373,0.0868004157416173,0,0.1255102195389097,0.21954039971703837,normal,0
667,806.9421583773014,9,0,0,1.8072926895247798,1360.8520493457786,0,3,1333,0.08377722723450663,0,0.1798918468891031,0.0006149895061405009,normal,0
994,1668.0538414388157,8,0,0,13.669651576307219,2565.807334041805,0,3,2691,0.13534382222235633,0,0.01589495394951559,0.015715953683604428,normal,0
425,686.0611864507616,18,0,0,4.24084446196231,701.455660058255,0,14,1674,0.18113786002621776,0,0.19045335168186198,0.037036815416225916,normal,0
608,2915.178912858087,12,0,0,6.118773994586982,1774.944513668264,0,16,586,0.028603344328663294,0,0.09537975341430834,0.14842158066230815,normal,0
311,1744.2107633190715,12,0,0,3.083645687164227,2036.3999724697264,0,6,1479,0.048621666180623094,0,0.006103695052666414,0.22515601812621172,normal,0
334,884.9121419057152,19,0,0,3.4512204877569252,906.2542417742068,0,15,2166,0.03958360627011877,0,0.13858011210780607,0.24122641570646525,normal,0
882,3061.0770440385554,8,0,0,20.029521382071387,2851.6246025955493,0,10,918,0.05833262757664184,0,0.16851516387418186,0.024338092527296767,normal,0
953,1642.5373372205559,19,0,0,8.381395499560327,1113.7994751820736,0,14,358,0.14102778108115657,0,0.15106420948254107,0.1712601157600282,normal,0
219,2191.3738552592117,18,0,0,10.384812424902039,2773.7151466652513,1,7,2233,0.04247591282101404,0,0.07551622548707076,0.13523406079951877,normal,0
861,3572.1404402656162,16,0,0,1.5030784721765098,3214.346658432537,0,7,1519,0.1749159407350279,0,0.145209475220969,0.07552431630663722,normal,0
551,1847.0913271183701,22,0,0,29.10037228144116,2320.5722538919767,8,28,1491,0.036264719209234686,0,0.14444062914059036,0.3383195835722302,velocity_attack,1
578,3346.004842983857,17,0,0,4.929495169149048,3743.0566880652304,0,13,36,0.15042402434722782,0,0.14095158206135247,0.04827982845628084,normal,0
613,2395.3396648032494,16,0,1,8.566364642045698,2697.6513632181773,1,11,1287,0.09298388313374054,0,0.08554247591782385,0.04576233228241647,normal,0
753,1276.3011695203375,18,0,0,9.500070410433752,2696.9781857499624,0,1,2364,0.0867624674878609,0,0.03861071806165835,0.1276861829809276,normal,0
737,2607.3825574800157,16,0,0,10.999822698431773,1873.5578759792238,1,14,394,0.18928210685215655,0,0.1728430573262003,0.14527104850395792,normal,0
217,1405.7400002952754,19,0,0,7.693834968133231,1638.898943557437,0,5,1851,0.08055992318914103,0,0.00797405789687249,0.21542413304988067,normal,0
255,519.3624919545582,22,0,0,3.1311286303680355,1093.2246134013237,0,19,1713,0.08799294603117368,0,0.1649155838037413,0.14762907447171053,normal,0
770,3204.9250259793043,13,0,0,9.09459400292778,3374.400566352045,0,6,86,0.035823896414778636,0,0.0232314578571601,0.07959268924957119,normal,0
3,3186.736925586044,12,0,0,1.3147661276440559,3061.9787963399176,0,15,192,0.041080281695605875,0,0.19640990740319253,0.19621545573972005,normal,0
733,3094.1836986344447,16,1,0,6.918992619163639,2828.1902724367005,0,7,1740,0.1099631841174906,0,0.020739923516498938,0.24255157536403968,normal,0
989,1662.7399581537761,10,0,0,14.389139579442446,1362.407116336874,0,8,2945,0.16391751628309725,0,0.01677660807096082,0.11014029910350726,normal,0
502,2452.6250811693144,7,0,0,2.7582100048307225,2376.337282204421,0,11,1804,0.020149218461893527,0,0.14507658373062635,0.049049572652656664,normal,0
141,4692.780043421013,13,0,0,14.144239873624892,3868.5655322973894,0,11,2241,0.19790835142401642,0,0.0861118927959989,0.1143240999886301,normal,0
92,2543.7209312193118,16,0,0,13.78479538997163,2996.3567552804825,0,9,2638,0.04535391067015331,0,0.19065097114416685,0.2126132294459476,normal,0
222,1512.9759364029617,21,0,0,12.583702292948788,2489.0801116741504,0,2,1470,0.023936606715452526,0,0.083448023835143,0.06511445009772174,normal,0
127,2102.683514997046,19,0,0,4.803507013971955,3363.051680728726,0,4,1844,0.14865565178343884,0,0.005722028719847039,0.22996918191881024,normal,0
875,780.9462393986104,15,1,0,0.24265049924514703,588.852244811207,1,15,628,0.4443481209954263,0,0.002323685631945982,0.4214324135885502,deepfake_identity,1
473,609.9133588004719,14,0,0,6.830703751583411,651.0596918270164,2,19,1386,0.041577349782337604,0,0.07958263018016941,0.19936106504909426,normal,0
127,1517.924018079523,15,0,0,18.843847852553356,3363.051680728726,0,0,1844,0.1932838633609197,0,0.19807955921839296,0.06315486515044366,normal,0
340,1351.2753305379729,21,0,0,37.668099658373684,842.4195622785052,0,1,400,0.29020145078512627,0,0.15273677416357512,0.3435379100092623,deepfake_identity,1
365,2058.4517361648495,7,0,0,5.8511260780152545,3795.126830717838,0,13,1357,0.14717358390823762,0,0.14845514201882154,0.04442764520904144,normal,0
517,1285.1871912767574,15,0,0,16.27002620534539,1817.6217840731736,0,15,2026,0.19944595234936707,0,0.02936847240578022,0.208598414270465,normal,0
146,652.2418674090508,10,0,0,14.088254462217643,629.1043157408648,0,15,1997,0.07157770614513785,0,0.0697581177064042,0.1895346153773219,normal,0
93,3286.80064383852,19,0,0,14.234353695772443,3162.747670159141,1,11,989,0.11199282942916865,0,0.19440979295514288,0.09036958352356889,normal,0
203,289.3280953239324,20,0,0,37.7124150843436,1065.7004993311482,0,7,1487,0.12089285882326131,0,0.07258226892467703,0.21022943685042278,normal,0
994,923.78442253403,22,0,0,3.3639436235166524,2565.807334041805,0,4,2691,0.05134813949708808,0,0.01134895804842393,0.18281795967814685,normal,0
711,3772.695302064365,14,0,0,10.380560712053166,3160.797509613903,2,6,695,0.13741939826408184,0,0.17367382073266946,0.06362657365408386,normal,0
143,1919.069420683576,12,0,0,25.078042928960496,2240.369770623349,0,7,2644,0.11507634072198838,0,0.16459006400444323,0.1089599097336382,normal,0
943,4454.378064022602,20,0,1,4.527176456780026,2779.9713592315247,1,12,921,0.010439573672160952,0,0.10199791775628236,0.07650015347431349,normal,0
757,8661.079202113371,17,0,0,90.47537647146932,2670.2546457497974,0,12,51,0.07764513891066485,0,0.18782047565885612,0.5158460106418477,behaviour_anomaly,1
534,1966.9804179015857,11,1,0,17.60052050451464,2444.010969609196,0,9,1134,0.036749124480904616,0,0.1291726689704361,0.06453225080508079,normal,0
28,670.4462900561989,18,0,0,18.96441053575197,2299.8205344476405,1,7,701,0.04965749592616919,1,0.07787795593337471,0.18315317481009968,normal,0
533,1832.137611668622,15,0,0,1.1567020686893463,3988.228929758669,0,16,2335,0.12144741885598286,0,0.12616641758415223,0.1420150661529304,normal,0
133,811.2858682626654,22,0,0,2.6803901975846323,919.5287856678898,0,4,336,0.1525513641623157,0,0.15255296222423226,0.10993215941588369,normal,0
327,3417.3634833534124,22,0,0,17.01320165163216,2440.239183789902,0,7,2753,0.15500846176254618,0,0.15811727544586215,0.22217757146814623,normal,0
384,2621.2486012529225,18,0,0,15.877550340878036,3571.1520473446853,1,3,1926,0.1747030706118473,0,0.1490171861305498,0.11191841968971572,normal,0
531,3748.003436379693,17,0,0,11.88226915525885,3345.1535319552713,0,7,1965,0.07850733057912135,0,0.02460229477732481,0.24854169761943803,normal,0
531,2384.736964167541,18,0,0,1.718019860952516,3345.1535319552713,0,2,1965,0.143060323815919,0,0.05728684658901367,0.004069698337562627,normal,0
571,2927.364446589303,20,0,0,2.3964678215798974,2298.963212059338,1,14,2071,0.016903660305270442,0,0.11116173841027133,0.07969395178569338,normal,0
389,4255.819888504793,18,0,0,2.355916220816119,3127.1516307430043,1,14,435,0.19203820776473382,0,0.03217107302113131,0.022101173476781588,normal,0
666,1188.3858623227607,22,0,0,7.668363670198952,1035.006987145162,1,14,2012,0.13859099814149917,0,0.19123210776875244,0.2134922074514621,normal,0
28,50.0,8,0,0,40.45714520819736,2299.8205344476405,0,12,701,0.17103306899429457,0,0.12622340557844697,0.17872460951932215,normal,0
852,1919.2056613817558,11,0,0,4.295208416955499,3124.861646397122,0,12,2485,0.11053994376364458,0,0.18923946287614712,0.11431555977629909,normal,0
175,3707.9879090406284,14,0,0,9.325005862621541,2758.1047664330745,1,7,2726,0.10687123058005168,0,0.06078162727636432,0.1995106108383537,normal,0
334,525.9712875345394,17,0,0,26.371009780809864,906.2542417742068,1,16,2166,0.14207724100546268,0,0.16298968393968047,0.1564106554511391,normal,0
778,3544.349467723769,12,0,0,16.48532836809683,3027.883989375732,0,17,1118,0.12111590497996505,0,0.13988990638650084,0.13343642578144688,normal,0
342,2601.313371158944,21,0,0,5.339368524853549,2157.1511977319797,0,4,1761,0.1803403749432331,0,0.06088376096851749,0.1976125427254671,normal,0
40,2425.0479103471953,17,0,0,52.93615734468625,2040.5337280886044,0,7,2098,0.03636169313338995,0,0.14282382818498318,0.049058570421963904,normal,0
99,819.223748911837,20,0,0,6.129992291448987,588.9669436043332,0,14,2460,0.03477843501294897,0,0.18243998009924028,0.24208994537742348,normal,0
710,2927.7408681970182,7,0,0,7.458538093312891,2885.259527783752,0,6,2224,0.08751845066142468,0,0.08459145537729801,0.24641577988837887,normal,0
575,3883.488426137939,16,1,0,4.577386181385343,3518.272980613608,0,5,1973,0.17848161297081483,0,0.06470829011667137,0.15416335581188229,normal,0
276,3496.6782813560694,17,0,0,1.4179882631914036,2255.3070314051984,0,3,422,0.1816581008830264,0,0.15942914970693936,0.10513343018207133,normal,0
958,467.11145504561864,7,0,0,5.568242794224938,664.3808837126926,0,4,2698,0.14032960248683254,0,0.14179805530486564,0.05569475874977159,normal,0
293,2428.0513043465317,15,0,0,24.05876551747076,3379.101962308804,0,9,2779,0.04332311652142815,0,0.09478415549755309,0.07441398821662157,normal,0
644,1121.468777692889,10,0,0,41.48510925367242,1646.2407326227012,0,8,1962,0.09437737324767828,0,0.10704715292945395,0.016515835178779886,normal,0
355,912.4102180851091,20,0,0,22.587063391717724,746.9906159015045,0,10,1723,0.020604203203539728,0,0.09125183916359017,0.14028345757949018,normal,0
588,626.6425015895654,7,0,0,7.966189402408802,951.0790266872723,0,8,1532,0.0006943815436954992,0,0.045639293415064036,0.20541568495075213,normal,0
76,2727.0169181710435,21,0,0,1.0891188485920664,3051.5250881434554,1,7,2099,0.029017889327827652,0,0.004498465927108098,0.2141107611613575,normal,0
852,2720.332457410524,22,0,0,14.57968536329396,3124.861646397122,0,12,2485,0.13999906980790225,0,0.16541893799103738,0.13738785326232467,normal,0
383,3172.8521514032873,22,0,0,25.575032479030472,2701.299963729594,1,14,556,0.047922767933779836,0,0.17301594223470207,0.20078358919983075,normal,0
476,2833.508034341793,22,0,0,2.4324208237986964,3975.376786417551,0,12,48,0.1229272228445743,0,0.12272605176145457,0.0563348834386391,normal,0
988,1546.566441366093,7,0,0,16.385031256894138,2021.8956851131118,0,9,2035,0.11035270435454553,0,0.0706661099453627,0.1318833182328182,normal,0
630,824.9872867947796,7,0,0,9.637852163482734,1383.5293052040727,0,6,2073,0.13713316395529382,0,0.11590327231658837,0.028309903892759475,normal,0
622,1810.0661343376182,17,0,0,53.20895133116616,1232.722631678486,0,2,2199,0.13529277095792946,0,0.12764154062282046,0.21246564910013563,normal,0
312,382.60723029529606,16,1,0,12.634588730777875,774.5973346979308,0,16,1328,0.0029483251414746505,0,0.01488706453945956,0.07629541857176605,normal,0
587,253.75936723531953,8,0,1,27.748026367848443,765.5216483803238,7,19,1480,0.0977067363089714,0,0.015639232675996696,0.21599344217245536,velocity_attack,1
802,1276.3430432578068,10,0,0,8.726528912912563,1033.8866501999146,0,11,1343,0.06882031332139762,0,0.10121959646819655,0.024172692462873374,normal,0
888,1494.4481475618375,13,0,0,1.6527551289131452,1333.6397336635428,0,2,1672,0.0856726329978965,0,0.1648542850284678,0.09551507157838657,normal,0
560,3906.1435364332724,10,0,0,1.9552572216098283,2671.083429737126,0,11,1919,0.16348645866470035,0,0.1894326852942203,0.09848254297854314,normal,0
401,1185.072541770101,14,0,0,3.5580749502366973,860.9335409257642,0,2,801,0.008839853489535022,0,0.08487212506661226,0.032765124676833984,normal,0
975,751.1314202683432,14,0,0,33.28255101235201,609.1409727144963,0,5,385,0.017121870764697823,0,0.1448689548094751,0.08163635723573864,normal,0
805,2724.310548233512,7,0,0,3.1610569808072495,1984.457349558351,1,9,1176,0.10191332415329338,0,0.00830354169991523,0.11024920793376633,normal,0
814,3206.7606449545633,8,0,0,17.581699091247625,3722.9465891608033,1,2,1527,0.06389832399631405,0,0.03609351445344988,0.1263476543880395,normal,0
45,1141.3827620300403,15,0,0,35.210777133874544,1405.7299356000592,3,12,400,0.01579611987324634,0,0.15694468303587167,0.206613413113745,normal,0
146,348.89129827422465,21,0,0,27.79745375849224,629.1043157408648,0,15,1997,0.04382899364651607,0,0.17875150165540932,0.06403277274052882,normal,0
712,3641.5258408192612,8,0,0,54.338199988013,2584.7355921274548,0,3,2697,0.1057657324771413,0,0.0753116514597134,0.18676639898888467,normal,0
648,1986.8504631939395,15,0,0,11.603165091547874,2876.8581170057137,3,15,1432,0.08691476714982492,0,0.03547138378106392,0.08348330903068521,normal,0
566,1725.996227426352,11,0,0,4.098976461403273,2564.711903991216,0,4,1094,0.19542999372147699,0,0.1855741630227997,0.1031377165985721,normal,0
590,1116.727989570776,13,0,0,0.7569304427770451,1031.6594272930301,0,11,2472,0.09007138113937495,0,0.055303736479703595,0.1917017128927649,normal,0
383,3553.7873181466543,12,0,0,23.135226504454664,2701.299963729594,1,15,556,0.08373808321439068,0,0.011330547735696174,0.11008734101504919,normal,0
462,4044.6058866740614,12,0,0,12.518438678164637,2772.2360574062227,1,11,582,0.01991981769154898,0,0.1616831273562953,0.21742462823707281,normal,0
128,5976.338071179798,9,0,0,16.861482312519755,3512.557041397202,1,6,2678,0.14334198148103175,0,0.1982176310243232,0.03368897785167113,normal,0
372,382.3536445899048,13,0,0,4.510562598792074,563.7763897804241,0,8,1006,0.13340928327634577,0,0.0244918265776922,0.13743408794906445,normal,0
393,1352.5091934277655,17,0,0,12.558618420562233,1802.063300274741,0,5,1841,0.10825360950560366,0,0.043065428945245704,0.19445879150402623,normal,0
185,1541.5150898199768,20,1,0,44.651148661975604,1402.7956970030446,0,5,1313,0.08795283900568847,0,0.12140644765261924,0.06901797809146581,normal,0
245,326.02673526111823,15,0,0,67.32699964044559,554.098157851036,0,14,1983,0.058872137560860766,0,0.03554047285534314,0.21459992030204011,normal,0
944,2757.6286671739545,19,0,0,34.866147431994804,3404.096312975206,0,15,1508,0.19314359646440338,0,0.102533131249486,0.0033855684591424517,normal,0
513,5216.769830513051,13,0,0,13.260621159727332,3764.5496917390465,0,17,231,0.010482120256705297,0,0.0012133853055056544,0.1689871099311645,normal,0
868,1908.1752099629364,19,0,0,3.915046729434419,1136.748456733449,0,6,1769,0.06955648370248206,0,0.08801602380532032,0.08596323779898205,normal,0
899,667.5182345474935,21,0,0,15.965861573527896,545.5067322875761,0,5,2254,0.12536984208188415,0,0.1108686915939785,0.0009069089269431174,normal,0
952,3959.766843719358,7,0,0,39.48867151801704,2827.628360911894,0,1,678,0.07295807292594939,0,0.0070328222715730915,0.01799581076159229,normal,0
106,2149.626546261663,9,1,0,3.984228233692288,1372.5228020210623,0,3,2821,0.059031207764367724,0,0.07505309420868794,0.0985148799589643,normal,0
230,4325.734312283415,7,0,0,7.034507876618292,2708.98519099042,1,9,367,0.15466172854512433,0,0.03502215385877152,0.1579100474812533,normal,0
916,2192.441126132845,12,0,0,6.896740745977966,2026.4428519736084,2,8,958,0.11382316802342994,0,0.11703857835514622,0.05091092434522429,normal,0
364,3250.183684987175,10,0,0,11.408907034923967,2409.6587626057726,0,10,1378,0.042198684524183586,0,0.15708858685055355,0.23381736147910395,normal,0
436,2711.275359381667,14,0,0,24.112342547135043,2953.39196010692,1,1,2730,0.16355643307926074,0,0.1096236303231122,0.1217714088630811,normal,0
524,5937.092993658953,9,0,0,29.143242676041048,3447.4162309749804,0,3,800,0.15278220137214882,0,0.08455794135613987,0.034339096498419486,normal,0
190,2003.466756852044,8,0,0,1.5458716897712297,1346.4830181515808,2,5,1624,0.01723459992939629,0,0.11409711087143669,0.21971804708915382,normal,0
710,4258.51408729128,12,0,0,25.25366221247041,2885.259527783752,0,7,2224,0.14132469381558918,0,0.004840309328800175,0.21310057895432755,normal,0
330,434.6242812418857,7,0,0,25.882092189357323,1367.0584632540513,0,11,294,0.13249985225252622,0,0.1537172009945208,0.1596430576260156,normal,0
550,3231.840300774446,9,0,0,6.965890731007741,3203.114371074738,1,6,2354,0.11480129217213292,0,0.0634159473942123,0.07164707292066058,normal,0
799,4560.88541212866,9,0,0,72.72370702275087,2938.277883569123,0,2,939,0.12906655489301952,0,0.1979376999288961,0.02712638279801277,normal,0
58,1211.4764151133243,21,1,0,5.4516700908212785,1185.940018467008,1,8,2366,0.07267464169961955,0,0.1957859294033981,0.043097617083928924,normal,0
646,1117.2919705709678,8,0,0,91.85227170811851,3616.8454825896324,0,13,394,0.12204931560458064,0,0.19113477203616,0.021349774895180723,normal,0
30,577.8796797140138,18,0,0,0.2373058596665552,662.576444519992,0,7,1525,0.01850332423661889,0,0.03980225888303766,0.24996231112160006,normal,0
581,1210.6976672489177,12,0,0,14.200965912847234,2106.9751468339146,0,4,862,0.05309037738893201,0,0.03614666586976547,0.019193033489948608,normal,0
353,1190.702957030593,18,0,0,12.37686368834675,2805.4277106663076,0,11,2958,0.06245709370534824,0,0.16798297732920314,0.21656218272123226,normal,0
817,2536.009220184731,11,0,0,49.22110514939019,2569.4640251072524,1,7,2188,0.11559583789820954,0,0.17522092865188219,0.1404536971345178,normal,0
504,5320.978687325351,21,0,0,5.443954466380959,3348.2825689743204,1,9,965,0.026623594869460445,0,0.13481276374056622,0.14645501670090286,normal,0
79,1716.7254066753158,12,0,0,19.09390823932596,1754.6300499049541,0,3,127,0.15831501927859826,0,0.185528541101719,0.20528552287430255,normal,0
99,984.6960155097246,7,1,0,40.423401723144266,588.9669436043332,6,34,2460,0.04623027351253542,0,0.034021376402415204,0.2266970528192871,velocity_attack,1
479,1903.9077320212004,21,0,0,5.889519028622764,3892.5588746668464,1,19,2066,0.06475978541752599,0,0.17686011650613465,0.08267234657208317,normal,0
855,1064.506667554503,11,0,0,6.116079115688798,1217.9887416870251,1,18,1083,0.09175182532799955,0,0.0947716567385148,0.1285626751021869,normal,0
362,2287.6604275666905,7,0,0,0.1340735091733,2751.5087645482363,1,2,1820,0.19996475003937245,0,0.06774197516163168,0.004817992909696145,normal,0
