amount,hour,is_new_device,is_new_location,distance_from_home,avg_transaction_amount,transactions_last_1h,transactions_last_24h,account_age_days,identity_risk_score,verification_failed,social_engineering_risk,behaviour_deviation_score,attack_type,is_fraud
3152.5362594610656,21,0,1,30.52612778868429,3267.3066785236715,3,11,2380,0.19980353738285592,0,0.2258243397844043,0.11234339289640574,normal,0
124.80176084647157,4,0,0,27.8333843168502,1245.879484621701,0,6,1838,0.1678218715630245,0,0.12316364509271349,0.06053140255779766,normal,0
1656.1752967794716,15,0,0,40.681191156912064,2610.9943579251712,1,4,293,0.10924578135434028,0,0.2783234468829342,0.10342971374395503,normal,0
854.1095329994911,5,1,0,43.464146151194434,1751.03882250843,1,13,215,0.24655399809540393,0,0.1001762790601356,0.0511757343706264,normal,0
1752.3122202721852,5,0,0,34.7523937849635,1519.3195259216063,1,8,2853,0.24216938750410585,0,0.18197647778820095,0.24455110595566293,normal,0
2496.337162201488,14,0,0,48.62445442597754,3423.458265042637,2,6,965,0.2861767432085418,0,0.23176404675362697,0.2589586625270981,normal,0
2578.6781954639623,1,0,0,6.079165354312044,1607.4983053653668,1,8,2150,0.11046250225621422,0,0.0009862329336640552,0.1026918947574303,normal,0
1131.4840043601805,16,0,0,21.30557181800678,2080.8702250519036,3,10,680,0.11027070748954709,0,0.226664085756465,0.2246767268338031,normal,0
4887.334076750823,16,0,0,39.653224682947545,1928.8708407746772,1,9,1522,0.21195688894812517,0,0.2521162799762865,0.07287161605941868,normal,0
687.3402999350458,19,0,0,23.409048988242247,3531.5883912722234,0,6,1950,0.14051777735131474,0,0.09787263074974106,0.10735392767721996,normal,0
144.28849848853167,21,0,0,7.158471069231609,1029.341036377692,0,9,779,0.055502922783297604,0,0.05303727152559464,0.26117124911161876,normal,0
431.26327241467743,10,0,0,0.4515903470325211,2991.9269491812356,3,7,289,0.09681155671055938,0,0.039596707066524336,0.2431295556732169,normal,0
2596.1684279339697,8,0,0,14.781699254842028,540.4502699419043,0,9,1916,0.18911698990252482,0,0.16295789232289842,0.22277782293346035,normal,0
150.39403008489094,22,0,1,30.22814334450063,1672.5446590726767,3,9,2291,0.12635137650108258,0,0.19222909003344263,0.24304389671968507,normal,0
187.58228019372768,15,0,0,26.501231841247513,1623.9862093106372,2,12,2209,0.1983566797666678,0,0.2186867896458197,0.2261166875175668,normal,0
4408.718056824523,21,0,0,40.9013661626389,3484.923437588735,2,1,2704,0.23307304571529994,0,0.15504430656975768,0.2537546284669455,normal,0
1021.3211996155391,14,0,0,7.815729917090886,3147.4321734034834,1,4,2568,0.2796788809626111,1,0.2548602459739252,0.10111489756523365,normal,0
2822.1928924395374,7,0,0,18.33603450641239,1126.616356348929,1,2,245,0.12728017778628362,0,0.17037135893689645,0.05116437027254721,normal,0
2226.7027662729183,22,0,0,26.876960221216624,2585.815565152884,3,12,416,0.01413945723939175,0,0.2781075267950097,0.03959602328201103,normal,0
616.2881190291968,9,0,0,11.950882335325453,2637.4761181540775,3,3,1959,0.21136931882597682,0,0.15428561809641259,0.1953823698185413,normal,0
4393.965222397326,3,0,0,40.012522729650584,2425.3735552420735,1,12,1158,0.2472939849428833,0,0.03342804409876151,0.05508955029972371,normal,0
2040.0924083601542,6,0,1,5.260346449650822,2335.399903543008,0,4,185,0.11088191706726624,0,0.2535431263387233,0.29471095951358367,normal,0
2890.744919878808,17,0,1,44.74536023410566,3064.0208274029615,1,10,2642,0.10858858086874448,0,0.0760853361328426,0.14162689393077857,normal,0
2064.1719421418356,12,0,0,25.838445357202833,940.6426024250723,0,8,2071,0.14506657962029748,0,0.024283774733670292,0.22565133136007753,normal,0
1936.86583966615,23,0,0,44.85013971888559,1688.1152103903355,3,6,241,0.19423446671025726,0,0.044872829861453654,0.19678116551293207,normal,0
2081.710816531898,5,0,0,277.27488867999216,1666.9857946641102,5,3,127,0.729722868343651,0,0.41845779673250627,0.7953964324942441,deepfake_identity,1
2155.2951703908366,7,0,0,22.658404615069987,3194.492301896196,1,10,2065,0.14622710954263593,0,0.2585120131255547,0.23709511641734696,normal,0
3641.7900857215704,6,0,0,3.3162805669033792,2545.744678878818,0,3,2681,0.1513456539802669,0,0.08688733734150807,0.07419479885638992,normal,0
737.4225766400966,12,0,0,6.676448665607005,3952.4773905331167,0,12,540,0.06484457851259644,0,0.09384325025299146,0.20318082821265684,normal,0
19699.053653296316,19,0,1,179.410933536067,727.3376733114887,5,18,2233,0.6247825845370013,0,0.2688392462600025,0.4930710056445482,account_takeover,1
3064.938640848638,6,0,0,18.083894251626315,3094.010946151652,2,8,262,0.22834980334238153,0,0.1968550283554142,0.021608971598451265,normal,0
3244.4985467629353,4,0,0,45.76216550138411,2964.116275213787,0,10,1134,0.2025819593860874,0,0.10627185230039661,0.1280807995151124,normal,0
892.3033110425356,6,0,0,30.27082921758745,994.3963061295783,0,14,2216,0.06078017435831851,0,0.20166452387770667,0.0433770613892257,normal,0
4590.460668207124,17,0,0,38.03805937919312,3755.4762782918583,1,12,1346,0.14375863625867083,0,0.015988620046822045,0.17046423279243603,normal,0
4322.157935025594,1,0,0,18.05382252718931,1007.902444901742,2,11,2004,0.01282197440804358,0,0.2694456126759371,0.19005797591798732,normal,0
2580.095127917196,1,0,0,37.01564921654913,3144.936349882913,2,11,856,0.20543444454071272,0,0.2866134580968982,0.05689654141253087,normal,0
577.0977795769834,23,0,0,34.07648655622775,1027.192666307197,3,2,363,0.19098419391468258,0,0.16936379599013543,0.27786373080805504,normal,0
3766.943682962125,23,0,0,49.798702925732506,2125.3011547181272,2,7,887,0.2367252743793605,1,0.2295153289609333,0.025211623863245325,normal,0
13350.019101347312,14,1,0,228.90867249221492,1912.3395773030027,3,4,178,0.6101300277142584,0,0.10983690689113795,0.6360398315368827,synthetic_identity,1
3108.45450099364,20,0,0,31.213161768805225,3224.9825397687673,2,9,209,0.22450114476780567,0,0.17503580685994832,0.19049915734969916,normal,0
448.66282650175776,5,0,0,1.9609250640007292,1748.7504797937688,3,2,1285,0.07037580732557024,0,0.25552915565797796,0.17806626736482078,normal,0
2779.951492328837,21,0,0,22.949225346733442,3633.3454051882763,1,11,176,0.25806670951769206,0,0.1863397388178953,0.10662194959574335,normal,0
532.0479643258406,23,1,0,429.0354263804757,1497.6042901019973,1,2,234,0.5281618928853021,0,0.07361202188375789,0.5019140501815396,synthetic_identity,1
48733.55995287818,3,1,1,331.2033268970351,2808.461178729748,1,8,755,0.46592575941545306,1,0.40636135981436405,0.9736999353949033,account_takeover,1
4090.8955646857853,15,0,0,9.782387327635355,906.53270029635,1,12,99,0.07451725633059468,0,0.16244305559756939,0.16161012510959943,normal,0
189.339655114172,11,0,0,30.011270543024803,541.9294038312494,0,6,2252,0.21929365301088602,0,0.2373063705631284,0.13097582089260998,normal,0
4301.899977984426,9,0,1,32.116631027892545,3578.100807796911,1,1,250,0.1820267043425714,0,0.10152335508828833,0.2654380305643081,normal,0
1514.2897108772534,12,0,0,41.78966637889437,1488.060920039899,1,13,2871,0.15683752471950116,0,0.26235162075722934,0.2651297155873805,normal,0
4329.206786790408,3,0,0,4.719310021008444,1613.9980359076387,1,5,129,0.21233140467262318,0,0.06173149118144698,0.15145561683814904,normal,0
4908.162129217257,2,0,0,17.18109980635689,1394.2733930137392,1,5,1469,0.0553885629944174,0,0.16471881654979795,0.04258671537776767,normal,0
2807.2547402986565,17,0,0,47.9827097860487,3514.492011963476,0,1,1448,0.1569768044686524,0,0.12456559284003173,0.2868360718273914,normal,0
1693.924029972564,3,0,1,1.3078072266206553,3896.906800929209,3,12,1133,0.21958336071367157,0,0.2551375948749229,0.13631574528698617,normal,0
4419.014414485051,20,1,1,411.76174421270156,3087.6617731582687,4,6,1528,0.5691082901098922,0,0.14261373440793257,0.4842617104663571,behaviour_anomaly,1
1517.0184868501542,8,1,1,30.85264965886943,3495.9601599425732,0,14,287,0.15411390957808307,0,0.22223430015943288,0.18842790138450913,normal,0
969.0317079770208,20,0,0,114.72005310803162,2907.035655997424,8,36,1523,0.08196496023619029,0,0.3844102271226894,0.5726576382843668,velocity_attack,1
48206.8762283288,23,1,0,350.9929782319291,1719.7719104799046,4,11,2386,0.31846745106454144,1,0.32216617318577545,0.9368378564011168,account_takeover,1
3144.3330003430897,3,0,0,31.302816921466203,3385.577840003252,2,3,825,0.1804670287333824,0,0.2288925976075078,0.27358243131812215,normal,0
14022.162963523264,23,1,1,335.89504120229094,2466.668052283049,4,8,2190,0.4745062825717495,0,0.3514470257129231,0.9484013357231103,account_takeover,1
4510.113304650255,16,1,0,16.886746774077714,2887.0314947437946,0,13,2039,0.0612646282954523,0,0.25324565087263234,0.04406078760760807,normal,0
1854.884610992808,3,0,1,47.42795002328802,1198.053832908408,1,3,2859,0.21677454925094522,0,0.23925511353103174,0.15806166978546088,normal,0
9161.632858521221,21,1,0,183.65435245170204,3375.306407383735,4,16,1704,0.5225712772126159,0,0.4460577801403509,0.46264110546303294,behaviour_anomaly,1
3552.316697334482,22,1,0,47.773990347270754,2957.766786883452,3,8,617,0.2744949285548287,0,0.07184039922241807,0.12122332697339888,normal,0
4497.246859775773,0,0,0,36.35648592566469,685.653185242237,3,14,1645,0.16239910777592861,0,0.18312876469070458,0.26246020099094686,normal,0
4835.445190745396,0,0,0,33.66027049817751,2973.3586112168537,2,6,1596,0.2833487284041539,0,0.031459697645119,0.05414262440219912,normal,0
2489.5686362441957,2,0,0,40.8997690299891,3254.1917668143005,0,1,710,0.21233798407252588,0,0.0009654252335051349,0.2648859009758308,normal,0
13870.604117778175,4,0,0,387.1517085023732,3095.046267046248,5,14,2026,0.32004270599469414,0,0.4650661044984864,0.7240995393051597,behaviour_anomaly,1
37447.00819144051,23,1,0,1062.4660347362715,535.5522771500348,2,16,191,0.5096204108941949,0,0.4435794168418847,0.5868328140275603,account_takeover,1
6582.883936449882,2,0,0,292.9762494171551,2442.002502804773,3,6,1760,0.18257160530909072,0,0.5598768642715332,0.7336827009086875,social_engineering,1
13168.268502773211,7,0,0,17.077056160903936,628.8604525065479,2,16,419,0.7733473239256501,1,0.21042824096713136,0.39728910871330514,synthetic_identity,1
1879.9512232114703,15,1,0,5.58765018598314,3611.83647416532,0,1,2700,0.2120180283747117,0,0.22762844111361147,0.04186251583011895,normal,0
6932.9404165168535,5,0,0,16.888048074553097,2891.099420241999,3,14,1355,0.06668760960486941,0,0.5676284975366416,0.5415198102384817,social_engineering,1
1628.2092352422537,0,0,0,6.334530445259623,2034.1446430767076,2,9,1057,0.010349916723313179,0,0.21487341916333966,0.04450884330625384,normal,0
4435.790076710421,0,0,0,17.02238765208296,3589.116854666135,1,5,2402,0.0900601672942899,0,0.005937047290037045,0.2434594621593425,normal,0
9385.524421670716,11,0,1,244.6791396670394,1367.5148598124779,4,5,487,0.1292954181586221,0,0.41114957806072927,0.7051536946621577,behaviour_anomaly,1
1225.6116131132526,14,0,0,272.49790735917105,2764.7853335270115,0,7,2947,0.45320068667355534,0,0.0368479855373377,0.5040130713191562,behaviour_anomaly,1
3380.4860804711316,23,0,1,2.142051198697359,3749.6664606052504,3,11,1053,0.08780043217400274,0,0.06609763602959003,0.19265064226344056,normal,0
4563.543204019828,19,1,0,29.784386748403108,1145.6562359328343,1,11,2528,0.2645597587012556,0,0.21170694132813037,0.2510471873788321,normal,0
4958.510601554194,20,0,0,23.475111613716702,1657.4854125886154,2,8,378,0.2980058470653459,0,0.019200932742522037,0.08727567591001258,normal,0
667.7583916731356,20,0,0,21.7129880093432,1327.2754724699334,1,3,1813,0.26330635484365755,0,0.10980342643920869,0.01194923709321224,normal,0
354.6592898922148,8,0,0,35.04704695088763,3332.8533276366056,1,10,2464,0.24375580217288287,0,0.28994250583580294,0.1237190165593645,normal,0
1980.7814644719156,21,0,0,16.54892126190263,3670.3916376538014,2,5,881,0.2784528588516628,0,0.1494996247197656,0.2985643841745547,normal,0
1857.706074543366,19,0,0,11.149298237026873,2465.982326863126,1,2,2522,0.1119814949688023,0,0.15639712638058373,0.08886651742761133,normal,0
1929.9439311502558,19,0,0,37.49501313311011,3210.6831054963754,3,8,2216,0.0793875803858495,0,0.2658398251314783,0.18814661912823194,normal,0
4110.064081419723,15,0,0,20.314030461447512,974.6272395946834,0,3,2209,0.15313302690867767,0,0.15640518593217181,0.09392998352175182,normal,0
2650.6648027938063,1,0,0,0.23001514463258932,3597.84060338485,3,13,269,0.1993968597266816,0,0.12002632603190794,0.16838652688745978,normal,0
27628.772271188278,12,1,1,687.5489434608568,2046.2133461012434,4,2,2251,0.7705408354181902,0,0.06131878056435691,0.5637991491403653,account_takeover,1
1907.6768338918848,22,0,0,33.0094138921288,3582.3639094968958,0,14,2389,0.009431826892364114,0,0.15539489051549346,0.11711675547085806,normal,0
56466.42459549268,3,0,0,138.4029914836301,3788.4880742426008,4,11,2010,0.5040688085457506,0,0.0602956525829636,0.820554060567433,account_takeover,1
45113.56568031853,3,1,1,720.81255965303,1196.0547436303482,1,12,1726,0.5666875058119454,0,0.13277891487980442,0.6126806622242325,account_takeover,1
4675.987585886734,22,0,0,24.6041287110446,1540.766078251922,0,8,676,0.25017118525866755,0,0.1734413653798181,0.11377787401991274,normal,0
1752.9931791685542,5,0,0,49.094952723899894,681.7041474926294,0,1,1847,0.2872786847790052,0,0.27652810095234565,0.20250641231220443,normal,0
2513.336699712433,9,0,0,42.42883536979002,3511.5939563359548,1,7,2040,0.22934558125828675,0,0.20871387537871516,0.1684537818210002,normal,0
17562.586976619918,22,0,1,641.0226748692671,3294.6933829912728,3,12,121,0.6374804116326074,0,0.05328979056287938,0.3225617896078131,deepfake_identity,1
6264.939169405407,9,0,1,324.45467401086944,2788.9021269629516,4,14,445,0.6361811619105242,1,0.4098289715926476,0.36387550721551876,deepfake_identity,1
3510.501028463582,20,0,0,28.68399101454886,3694.2014932390025,2,1,1256,0.031336036414614875,0,0.09519230312947087,0.16156775244150992,normal,0
4353.477781526507,17,0,0,47.38486942934059,840.5564707926528,1,5,713,0.2542385600744448,0,0.10111252851361727,0.24443533256787828,normal,0
4666.937716999086,11,1,0,2.850877200926938,3507.091335896038,1,6,176,0.15425564847478263,0,0.17457409458210732,0.17961993370511095,normal,0
1866.091452993282,19,0,0,44.98463101388032,587.2069789007586,2,12,1218,0.057039687154890495,0,0.13638788972107227,0.19683065692794396,normal,0
1283.5305243382406,8,0,0,47.08672649411121,3751.2838910082714,3,7,2007,0.0663992437883152,0,0.04503116470087558,0.05955829017673786,normal,0
18809.425017580856,19,1,0,398.188377817305,1122.0220404441684,3,14,159,0.5381005770534883,1,0.3539214382380081,0.4401767780663809,synthetic_identity,1
4391.934132499484,15,0,0,46.43956086448828,3247.6324955324,0,2,2735,0.03663143778911313,0,0.2571044161561549,0.11401939631436112,normal,0
4843.574269108594,19,0,0,31.083135060180773,581.3765234945322,1,11,1960,0.103566018166253,0,0.2679148875713891,0.07352568839236454,normal,0
12927.180319546844,20,0,0,181.4980259058156,1433.0581989346958,0,1,190,0.6960765469207932,1,0.15358255952194694,0.46582934956555366,synthetic_identity,1
1853.2890121563894,13,0,0,19.67572100652249,759.2575237603476,2,14,2422,0.26101109045931864,0,0.2003363255568439,0.15277970704178223,normal,0
1514.5993101764293,8,0,0,36.44418538360934,2629.3565223351156,0,4,2577,0.16535915639754628,0,0.17173587154395,0.1586451694344618,normal,0
43791.7310635992,20,0,1,496.2594219167367,888.4791868041285,4,7,1901,0.38367872482924004,0,0.04507533520388568,0.6995946957704067,account_takeover,1
3453.139819734189,0,0,0,45.04471041176614,1278.9683807802608,3,10,360,0.20046355786723663,0,0.2932711321654801,0.23471614192487475,normal,0
14588.434383852898,22,0,0,129.39074040204557,1597.3585027373051,2,19,427,0.4542331848230511,0,0.032698210369679404,0.6596130697486862,behaviour_anomaly,1
2274.3760745923987,20,0,0,8.376524415213826,1300.1954052714052,3,3,1645,0.19475680540699553,0,0.18977794562983252,0.20913456310319262,normal,0
3470.6400392739856,10,0,0,32.242393884847694,2860.505123320913,3,3,659,0.2605088462833863,0,0.020717753689384565,0.0797125862077872,normal,0
2789.407458879044,2,1,0,14.089388796201213,2436.5087060139813,3,12,2982,0.064528815094123,0,0.06058302611776882,0.009185415786603868,normal,0
1013.9407009592858,20,0,0,21.316745272017297,3152.9441347677853,1,6,729,0.18914777136072058,0,0.13264302650957333,0.18622443629542854,normal,0
2800.683813390223,18,0,0,1.5813725342324947,3153.6426335868982,3,4,384,0.17207579938164308,0,0.04101932001634769,0.24419195362837304,normal,0
1945.714558104366,22,0,1,43.23627847589947,2667.8119000071865,1,3,2256,0.06484084754379717,0,0.03810568208372014,0.22936059631201422,normal,0
2035.7613554983002,17,0,0,19.137366210379938,2978.424031343628,0,12,567,0.20398716433350036,0,0.12330172892811042,0.15598757691229284,normal,0
7177.52660262233,17,1,1,425.97384130278596,824.1376481351369,3,1,276,0.4005867903656377,1,0.25550939280633056,0.21099796276787247,synthetic_identity,1
2601.8457115518436,2,0,0,47.143857357674506,1685.1736788677745,2,11,834,0.16355017445380685,0,0.15314461833439932,0.009234365642581854,normal,0
311.483568557823,5,0,0,7.051800546760107,3188.210996424043,0,7,261,0.15435117567100043,0,0.24340083586076097,0.26463629148321105,normal,0
4819.790443258996,3,0,0,8.056144835791684,1555.74646257513,2,13,2187,0.08892084865998498,0,0.23943675674107737,0.0458082863381802,normal,0
1850.2424365659197,3,0,0,39.35461487251638,1140.4360779028823,2,6,287,0.14322425392062496,0,0.04011907347452374,0.17133339991133134,normal,0
4792.363894076363,2,0,0,15.334863519349911,535.7446236449514,0,4,2802,0.1343229919645437,0,0.2957340995015858,0.20867119062270378,normal,0
1132.4543229492956,0,0,0,6.256460776036282,3322.0330666762206,1,7,2248,0.17455526522833975,0,0.22546466749876412,0.017827957066480816,normal,0
1727.7360622664626,11,0,0,12.113809699234418,2310.7151557707643,1,14,2052,0.12996312051438264,0,0.09694776103007295,0.2673325541737605,normal,0
2850.2582680905316,20,0,0,38.243099359371875,3740.4403790433644,3,11,38,0.16085014960743477,0,0.15910707136069216,0.225289045845546,normal,0
1895.1730321390894,5,0,0,28.935892771993426,3446.997079832148,2,10,2185,0.1752789869206064,0,0.053658498366765194,0.019453028894684452,normal,0
3673.6180223383103,7,0,0,35.458662657979474,708.9423779797003,3,13,2675,0.13315480217224568,0,0.07086508893711956,0.21294460052110958,normal,0
2228.576263132388,21,0,0,12.834390935129031,2823.5582215028626,1,4,681,0.024852869546248612,0,0.02460004437287386,0.1703197945624148,normal,0
102.92990029049702,17,0,1,19.830517102770017,1711.190772045592,2,1,2811,0.14467916499386277,0,0.03363716393553562,0.03400022975164086,normal,0
547.8182830257044,15,0,0,14.723376057863213,888.2778288048721,2,2,566,0.25635266735121176,1,0.014521449696976961,0.13780233318267993,normal,0
3958.9905207080183,0,0,0,30.260864201452076,1982.4684561840445,0,4,1564,0.0982714398649936,0,0.1356962750805735,0.06296354339405703,normal,0
954.6054088463476,9,0,0,27.93484819901324,1915.138065886083,2,9,1377,0.05006395287859866,0,0.2071052765945633,0.09554747130500853,normal,0
351.9864860728267,16,0,0,31.9005403463901,507.85997967179344,1,12,2999,0.06736548049280695,0,0.2286491453723394,0.2282896224679138,normal,0
664.2162741364856,0,1,1,0.8203214363474376,3748.9153218815686,0,9,1240,0.0034692266078105937,0,0.256041719382341,0.15557677726372596,normal,0
3859.222615762522,9,0,0,23.0406398987677,1974.322086652081,3,9,2404,0.21881327336241108,0,0.26953797499906346,0.18054675957190044,normal,0
6718.510487574031,21,0,0,32.52608994151935,3677.296985705093,4,6,902,0.07143846327755701,0,0.5267668619268222,0.3988533013269776,social_engineering,1
2553.0589135450473,9,0,0,30.90672256530389,1523.675245977986,2,5,648,0.1469451263600741,0,0.23650099905569089,0.06091368042447933,normal,0
2792.694725885583,14,0,0,13.035431949687526,2423.978771291832,0,2,1093,0.18407054110563914,1,0.095448401577471,0.15255948198339067,normal,0
15593.025151801288,11,0,1,612.5100431542218,690.0297966996766,2,1,72,0.8700340238133034,0,0.18687910855646495,0.7778307637397588,deepfake_identity,1
4522.509242729877,21,1,0,23.275736256443626,3864.766300124648,3,6,2338,0.16485827277051587,0,0.14834137034716324,0.27352118212358445,normal,0
3509.905679027132,16,0,1,41.633297491354284,2936.6586274547394,1,4,266,0.07389156732718682,0,0.14499116100491002,0.18820869125050338,normal,0
1801.657491249487,3,0,0,18.717030767506536,1703.5814914222804,0,4,997,0.23829954714601168,0,0.14181983802029785,0.13793038274093927,normal,0
3847.9279815564287,18,0,0,28.94944579993451,809.0421175363064,0,11,1918,0.04871217940821939,0,0.10623021709876258,0.2947988161499784,normal,0
2646.8923479244863,2,0,0,19.928169389701324,1072.6787249952374,1,11,1556,0.0519804589127969,0,0.25887567738336914,0.011561164507567766,normal,0
10969.188989972929,19,0,1,370.1424358775351,670.4790972156984,5,9,150,0.40846403574088247,1,0.08912090389761625,0.7489132060667674,deepfake_identity,1
2639.81529658231,9,0,0,37.48837791671234,1147.2377684820913,0,5,1504,0.06506818237171734,0,0.19335212353535192,0.18936884557639197,normal,0
2311.072786486842,13,0,0,27.5894390553329,2831.86894641152,0,10,490,0.13248064216254676,0,0.22988335696714604,0.14349476179997767,normal,0
1549.5380777330265,18,0,0,24.15137075952703,3912.7118397503154,0,4,537,0.236445893584376,0,0.2106015811725633,0.023180421614026368,normal,0
1760.4171817598829,6,0,0,2.0199840138483416,2074.9852550947912,1,7,2270,0.05382272525748694,0,0.17021933451285606,0.17911804234399642,normal,0
3904.4235076357845,16,0,0,37.748417753301794,1936.2159928083354,1,12,2574,0.20331045493324237,0,0.1943014153300464,0.014271905290906339,normal,0
12368.291971859167,13,0,0,76.80744244228666,3617.333957269414,4,8,374,0.4580664526957855,0,0.3869563269818607,0.7690629635626813,behaviour_anomaly,1
1675.3289361146217,6,0,0,19.24568859569753,2141.8562641025173,2,10,1540,0.23575675087773537,0,0.2101648178626643,0.050851876299916034,normal,0
1558.4863600845742,12,0,0,35.26463113472676,2644.3359256466942,3,4,87,0.04359018980434733,0,0.2672074896661246,0.19763340568000892,normal,0
38783.96738759907,22,0,1,681.8506019608197,1740.7665274532376,0,14,416,0.5131701297427915,1,0.31635428632610696,0.9855616274807018,account_takeover,1
50519.27102809727,0,1,1,498.6876521576107,2955.1778016384924,0,14,1965,0.6879037047185242,0,0.4367809023192934,0.8200712541761759,account_takeover,1
19456.745372828595,10,0,0,276.0691485122153,3899.1715416287275,4,1,423,0.7836303990976867,1,0.24961160701721263,0.3672833886524237,synthetic_identity,1
2515.0364637924886,9,0,0,33.06715358357371,3227.3252880525824,1,11,397,0.2595483820129638,0,0.05378188833674591,0.0939355266912794,normal,0
3829.0175556206946,4,0,1,44.83800238528128,3634.7075860953523,0,4,2266,0.05349652387717428,0,0.0012084809106580497,0.28938063960537774,normal,0
2126.2309984207996,21,0,0,24.808320260820043,2766.8989667904793,2,1,1415,0.23005975927472816,0,0.11844611351569795,0.1343098868919351,normal,0
484.43349995390736,1,0,0,39.99295505740425,3385.654302495155,1,6,1286,0.13224239215655295,0,0.12876933399409318,0.1482778833312284,normal,0
34935.92549370373,7,0,0,71.85205737088853,1402.9636366429286,3,17,1856,0.06345379384230215,0,0.3797399490448749,0.7974337290707563,social_engineering,1
4296.800221822779,21,0,0,11.897773572547543,2460.7334041322865,3,10,662,0.14784157673642712,0,0.02482342881121935,0.24651764153199368,normal,0
815.5029945551164,19,0,0,7.114878939899211,3597.743298174493,0,11,1030,0.06548715742263285,0,0.12230012764382725,0.047613671765855715,normal,0
3659.6624040537235,22,0,1,38.67826875975826,2674.1775216416045,2,14,2863,0.030293151145201435,0,0.05847581027598869,0.07916776853962902,normal,0
24624.43805746193,9,0,0,81.89882938218123,3095.93050477713,3,4,152,0.4621639050742327,0,0.10926913897990848,0.4380959531482169,deepfake_identity,1
